Dish,Protein (g),Fat (g),Carbohydrates (g),cuisines,allergy,Tags,image_url
Minestrone (light veg version),31,50,50,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/467947693/photo/minestrone-soup-with-pasta-beans-and-vegetables.jpg?s=612x612&w=0&k=20&c=5nMIhOPpRYXNZT2h8cHkOQEdHiwSwYDZ4t9TTgaA_sI=
Polenta with Cheese,32,51,51,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1299721835/photo/cooked-polenta-dish-with-parmesan-butter-salt-and-pepper-polenta-is-made-when-cornmeal-is.jpg?s=612x612&w=0&k=20&c=Ww4O7dsOpojqClpt84VWWOv6JZSlEcaQ8e3kkheWXv0=
Vegetable Frittata,33,52,52,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/622445556/photo/frittata-made-of-eggs-potato-bacon-paprika-parsley-green-peas.jpg?s=612x612&w=0&k=20&c=ftDzr7Fiq_w22ZX4IU5nWM-zxNsqcXWI3pByezWPiHU=
Torta della Nonna,34,53,53,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1239483948/photo/italian-grandmas-cake.jpg?s=612x612&w=0&k=20&c=tKFOxDRMfdWtWjkShUNcopssnyH7EWgrBWZiSY4S2SY=
Pane con Nutella,35,54,54,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1272557780/photo/bread-spread-with-chocolates-along-knife-and-bread-slices-on-white-plate.jpg?s=612x612&w=0&k=20&c=lL-0jfwl5WezFJTQy1nbIWUxu3a6trDW0JXfo87UwqE=
Rice Pudding,36,55,55,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/119394438/photo/rice-pudding.jpg?s=612x612&w=0&k=20&c=0g5fP1PsMYGAFq9KVw-08JdGBhzF_QKTUlZCNbN7o1E=
Mozzarella and Tomato,37,56,56,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1264941753/photo/traditional-caprese-salad-top-view.jpg?s=612x612&w=0&k=20&c=pCEMc7AgClTLTQnCFh_-DYf9q9pFenmXCzQ33RM_5dk=
Savory Crepes with Cheese,38,57,57,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/511370206/photo/gourmet-breakfast-table-top-view-food.jpg?s=612x612&w=0&k=20&c=WN4HNigN6dzPs8lhoPv770y3e5RW48FxLE-RbNhhw6I=
Ciabatta with Olive Oil,39,58,58,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1542635114/photo/ciabattas-olive-oil-in-a-bowl-with-olives-herbs-spices-garlic-pesto-parmesan-and-ciabatta.jpg?s=612x612&w=0&k=20&c=X0y-SljvjY6oiVrB394CW7CJa7EgktY6wfuP3tTptAk=
Italian Cold Cuts with Bread,40,59,59,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1182280376/photo/italian-sandwichs-with-roasted-red-peppers.jpg?s=612x612&w=0&k=20&c=glCg30D-hy6t-u9xt9fo0HhVoJGUwVc-odP92oVsuDA=
Arancini (Breakfast Rice Balls),41,60,60,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1973681082/photo/raw-arancini-rice-ball-after-shaping-into-round-shape-step-before-coating-whit-breadcrumb-or.jpg?s=612x612&w=0&k=20&c=h5bE0WFo-fUu3FcaJcVM8uh7u93p0J9cANpoiFHqM1Q=
Shakshuka,42,61,61,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1066503890/photo/breakfast-shakshuka-fried-eggs-with-tomatoes-in-frying-pan-and-bread-with-soft-goat-cheese.jpg?s=612x612&w=0&k=20&c=-vS7EVj4wXlMFs_gTuv5pKjpUIkOXJNPNymCieABMdc=
Labneh with Olive Oil and Pita,43,62,62,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1371357793/photo/labneh-yogurt-cream-cheese-with-olive-oil-and-zaatar-traditional-middle-eastern-arabic.jpg?s=612x612&w=0&k=20&c=cWd8ur3QlQVFppOCr_JS0Nm4KfMxjoWfYnwPg4cQOEI=
Hummus with Pita,44,63,63,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Manakish with Za'atar,45,64,64,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1425969486/photo/thyme-pastry-pizza-served-in-a-cutting-board-isolated-on-grey-background-top-view-of-arabian.jpg?s=612x612&w=0&k=20&c=HnYbKbwU-qwE5etRtQSw-E_-GVzhYsA4ecZHRM6uy_c=
Greek Yogurt with Honey and Nuts,46,65,65,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/469138082/photo/greek-yogurt-with-honey-and-nuts.jpg?s=612x612&w=0&k=20&c=YjZ_VxAcBEhuJHDbxtjLPaPh_TECjiiNsnywcH-G7kU=
Feta Cheese with Tomatoes and Olives,47,66,66,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1202693238/photo/greek-salad-with-greens-olives-and-feta-chesse-on-a-white-plate-top-view.jpg?s=612x612&w=0&k=20&c=jQcWBrkFLesH6DpkO31BF5im1WBD4n1-IxopZht87sc=
Pita Bread with Olive Oil,48,67,67,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/955998652/photo/homemade-chickpea-hummus-bowl-with-pita-chips-and-paprika.jpg?s=612x612&w=0&k=20&c=H3m78rhd7113mc06CqBKLH4PVn7e8AUmTes2yCQEzlY=
Tzatziki with Bread,49,68,68,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/485522357/photo/yoghurt-sauce-tzatziki-with-pieces-of-pita-bread.jpg?s=612x612&w=0&k=20&c=zegPhdoYwhL97L1JmNKXAbnxsi3PKAs0yD-L6oUyHkQ=
Ful Medames,50,69,69,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1221391077/photo/ful-medames-or-fava-beans-in-black-bowl-at-grey-backdrop-foul-mudammas-is-a-egyptian-lebanese.jpg?s=612x612&w=0&k=20&c=ae12x8bnqk6895o52tDVjSnNPqmQR331SAA46GJ-oTk=
Olive and Cheese Sandwich,51,70,70,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/136928792/photo/tomato-and-cheese-sandwiches.jpg?s=612x612&w=0&k=20&c=ayM_oL_wXMQEtOGF_nnh3jJm7Qj817tnvupP6JytQq4=
Falafel Wrap,52,71,71,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1139093193/photo/tortilla-wrap-with-falafel-and-fresh-salad-vegan-tacos-vegetarian-healthy-food.jpg?s=612x612&w=0&k=20&c=uUS2GP7JHvTMhqeuZbdfFcaV-zEDe3wEAHeKtZ4vKOw=
Boiled Eggs with Olive Oil and Herbs,53,72,72,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/2188665339/photo/close-up-view-buckwheat-groats-with-avocado-various-vegetables-and-soft-boiled-egg-in-a.jpg?s=612x612&w=0&k=20&c=sO8Utovxz7pWY396IbrLwfZzYTIbhnL80RsWU7cXl0I=
Porridge with Dried Fruits,54,73,73,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1128744354/photo/oatmeal-with-fresh-raw-blueberry-almond-nuts-and-honey-for-breakfast-healthy-vegetarian-food.jpg?s=612x612&w=0&k=20&c=kwZb1L4cJy-KWxtEgPKONPGYB2wy2tXLHq8d51GnghU=
Spinach and Feta Pie,55,74,74,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/468993328/photo/delicious-quiche-on-a-napkin.jpg?s=612x612&w=0&k=20&c=-X7a2ZB3GXI0SmyZUCu7Co_dt4y2CFmXIzECFIOJZXE=
Zaatar and Cheese Roll,56,75,75,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1779054596/photo/fresh-delicious-puff-pastry-with-tasty-filling-on-white-background.jpg?s=612x612&w=0&k=20&c=vMDC1kTMGTyBPXbw1jFhuepwVbt-t_YZ_vUU49VNEsQ=
Vegetable Omelet,57,76,76,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/691554478/photo/omelet-with-parsley-cherry-tomatoes-and-copyspace.jpg?s=612x612&w=0&k=20&c=EDi8NhOqINhaAuJ4I9V15lNGZEs3uv1WKRO5_yrLrpc=
Flatbread with Labneh,58,77,77,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1281122208/photo/homemade-yogurt-labneh-cheese-dip.jpg?s=612x612&w=0&k=20&c=kiMURcduQQ3p6e5wJs3-kXjGw8Jx7_nXk1J7RnRzc08=
Pita with Baba Ganoush,59,78,78,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1332810811/photo/baba-ganoush-baked-eggplant-with-sesame-paste-with-ingredients-close-up-top-view.jpg?s=612x612&w=0&k=20&c=FRsGvAW4IQHSk2S2f1OeQphhPxEm9m6mj7Jm_o88MJM=
Herbed Feta and Veggie Sandwich,60,79,79,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1201030741/photo/healthy-organic-veggie-garden-sandwich.jpg?s=612x612&w=0&k=20&c=DRbnIiUj6BumyANIZdpfZsIZj2iSwYOTvZM0aL7_rZM=
Tomato and Olive Bruschetta,61,80,80,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1362096660/photo/homemade-italian-bruschetta-with-tomatoes-basil-and-olives-on-a-plate-in-tuscany-italy.jpg?s=612x612&w=0&k=20&c=jsx3ga8BWP1_8aLdIodmdzJclT0LGV_y_iOo67YRswg=
Buttermilk Pancakes,62,81,81,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/161170090/photo/pancakes-with-berries-and-maple-syrup.jpg?s=612x612&w=0&k=20&c=8EctScsN7q5UmxeXPNBnYN1eFmJmgmp2bE0OIq_czwM=
Blueberry Pancakes,63,82,82,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/541279742/photo/blueberry-ricotta-pancakes.jpg?s=612x612&w=0&k=20&c=c4dsktA_M_EBDRsUVQw0lpSEbZhDfsVpEI2dDQzh4nU=
Banana Pancakes,64,83,83,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/486607254/photo/banana-cashew-pancakes-with-bananas-and-salted-caramel-sauce.jpg?s=612x612&w=0&k=20&c=HETOFJHWnR8JXh8E8ZezBNIoqzgPcubelG7A0ppRglg=
Chocolate Chip Pancakes,65,84,84,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/157617841/photo/pancakes.jpg?s=612x612&w=0&k=20&c=jgcJAg82KVtag9g7btfjGXu4nhtMtb5rHM6FqqhPdpA=
Whole Wheat Pancakes,66,85,85,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/509188200/photo/pancakes-with-banana-nuts-and-honey.jpg?s=612x612&w=0&k=20&c=WzOlEjI9xXbqPXndXLu7jRnZARRGTjELJ4931A9hi1I=
Belgian Waffles,67,86,86,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/911076776/photo/sweet-homemade-berry-belgian-waffle.jpg?s=612x612&w=0&k=20&c=INvvUz2TqSUCZ1ML4kJO5nRvdUDTtEup2gBnFMudLAY=
Sweet Potato Waffles,68,87,87,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1125949776/photo/sweet-potato-waffle-with-salad.jpg?s=612x612&w=0&k=20&c=vzmjNXrc8pYXoyV2X-npej410cmEIkUgLSR3kEI5g98=
Pumpkin Spice Waffles,69,88,88,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/626700180/photo/pumpkin-waffles-autumn-breakfast-on-white-background-selective-focus.jpg?s=612x612&w=0&k=20&c=3gdlqjVFULtNVusRvq2Jzfwxb2v8qbaVqNjYwFCifHA=
Gluten-Free Waffles,70,89,89,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1455507216/photo/womans-hand-pours-date-syrup-on-banana-oat-waffles.jpg?s=612x612&w=0&k=20&c=e2XcBzbaFj9mJapA4lL-h4qcA9UZffAw2QKMN3Xl3iQ=
Classic French Toast,71,90,90,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/524892352/photo/french-toast-on-white-wallpaper.jpg?s=612x612&w=0&k=20&c=tC-eIdxE8F2972cMTKmpF9QS1j7ZrzoT906wS_YMvfo=
Croissant,72,91,91,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1418644931/photo/heap-of-freshly-baked-croissants-in-a-bakery.jpg?s=612x612&w=0&k=20&c=0PVbj9upnAoxaR9DImH6do00td7T9H1aoU231Of8PSs=
Pain au Chocolat,73,92,92,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/180824921/photo/fresh-chocolate-croissants-on-a-plate.jpg?s=612x612&w=0&k=20&c=Q6fUlJzjMM3GCj2h1KKQT4R_xzObpWyQDQ7HB55CbAk=
Danish Pastry,74,93,93,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1061745824/photo/cherry-and-lemon-danish.jpg?s=612x612&w=0&k=20&c=hMZmy6OBhCBuD3CL0MGKMAyua7el0QIt19WlLnULJB4=
Scones,75,94,94,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1302833389/photo/blueberry-scones.jpg?s=612x612&w=0&k=20&c=C967P8KPWMmJabeUMuoz7Ku-6tF8iNMMIXY9GD3eVpQ=
Baguette with Jam,76,95,95,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1248475174/photo/sandwich-with-strawberry-jam-spread-with-margarine-on-a-plate.jpg?s=612x612&w=0&k=20&c=jIhPsZsyoemEhxtVnO3GdDDFEdthjSe2ZVYLwoLiSNg=
Idli,77,96,96,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/638506124/photo/idli-with-coconut-chutney-and-sambhar.jpg?s=612x612&w=0&k=20&c=ze1ngBM0LY4w9aqWx_tGe2vTAr4uf36elveTDZ83fgw=
Dosa,78,97,97,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1460788317/photo/south-indian-vegetarian-breakfast.jpg?s=612x612&w=0&k=20&c=uWbKr62yUQ4xf7_rzfEjEq1ELk-vYyO1obLTvd6E-3s=
Upma,79,98,98,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1488737992/photo/upma-recipe-suji-ka-upma-rava-upma-with-red-and-coconut-chutney.jpg?s=612x612&w=0&k=20&c=dGTIRLT4c7XdC8xAqkumyuURqMAy3HNQccNjEQT3wmU=
Poha,80,99,99,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1198052406/photo/poha-a-traditional-indian-breakfastac.jpg?s=612x612&w=0&k=20&c=lAg6L8Co_--s2Zu00kctvAqMj0qN3xGRDjIIDeBj1nM=
Paratha,81,100,100,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Masala Chai,82,101,101,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chapati,83,102,102,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Puri Bhaji,84,103,103,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Uttapam,85,104,104,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Nasi Lemak,86,105,105,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Kaya Toast,87,106,106,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Pho,88,107,107,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Roti Canai,89,108,108,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamago Kake Gohan,90,109,109,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Miso Soup with Rice,91,110,110,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Natto with Rice,92,111,111,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chilaquiles,93,112,112,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Huevos Rancheros,94,113,113,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Breakfast Tacos,95,114,114,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Tamales,96,115,115,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Acai Bowl,97,116,116,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Berry Smoothie Bowl,98,117,117,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Chia Pudding,99,118,118,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Oatmeal,100,119,119,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Aloo Paratha,101,120,120,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Paneer Paratha,102,121,121,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Gobhi Paratha,103,122,122,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Methi Paratha,104,123,123,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Masala Poori,105,124,124,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Sabudana Khichdi,106,125,125,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Moong Dal Chilla,107,126,126,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Besan Chilla,108,127,127,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
Vegetable Upma,109,128,128,"[""American""]","[""Dairy"", ""Nuts""]","[""Breakfast"",""Snacks""]",https://media.istockphoto.com/id/1413566368/photo/indian-food-aloo-paratha-or-indian-potato-stuffed-flatbread-served-with-butter-pickle-and.jpg?s=612x612&w=0&k=20&c=hIqRXgQTFJ4Ta_Zh_JhOc_Okjk_yJUB--uDYIjifVCc=
